Kanal;Titel;URL
Chemistry@home;Übung (leicht): E/Z-Nomenklatur nach IUPAC 4k 60Fps;https://www.youtube.com/watch?v=ncRyqyqJkAo
Chemistry@home;Exercise (difficult): E/Z nomenclature according to IUPAC 4k 60Fps;https://www.youtube.com/watch?v=fXB6CptIKE0
Chemistry@home;Explained simply: Naming carboxylic acid esters or esters 4k 60fps;https://www.youtube.com/watch?v=c6p5kQuR1Tk
Chemistry@home;Practice (Easy): Electron Configuration 4K 60fps;https://www.youtube.com/watch?v=M3DKGZVni4Y
Chemistry@home;Simply explained: The electron configuration 4k 60Fps;https://www.youtube.com/watch?v=63NchZMGcyM
Chemistry@home;Exercise (easy): The energy level model 4k 60Fps;https://www.youtube.com/watch?v=WxQfiwjI9r4
Chemistry@home;Simply explained: The energy level model 4k 60fps;https://www.youtube.com/watch?v=ng8do9rnrGI
Chemistry@home;Übung (mittel): E/Z-Nomenklatur nach IUPAC 4k 60Fps;https://www.youtube.com/watch?v=4pGwb6lj9qk
Chemistry@home;Einfach erklärt: Die Symbolschreibweise und Isotope anhand des PSEs 4k 60 Fps;https://www.youtube.com/watch?v=29-2BWLa5dQ
Chemistry@home;Simply explained: Naming of halogenalkanes, alkenes, alkynes IUPAC 4k 60FPS Update;https://www.youtube.com/watch?v=QA58eFw_A4M
Chemistry@home;Übung (schwer): Benennung verzweigter Alkane nach IUPAC 4K 60 FPS Update;https://www.youtube.com/watch?v=0183OeL3Pso
Chemistry@home;Simply Explained: FLOH - Fischer to Haworth Projection Using Glucose as an Example;https://www.youtube.com/watch?v=uG-iKJIJMGM
Chemistry@home;Übung (mittel): Neutralisationsgleichung Calciumhydroxid mit Phosphorsäure;https://www.youtube.com/watch?v=ZCTtyW99yl0
Chemistry@home;Übung (mittel): Neutralisationsgleichung Kaliumhydroxid mit Schwefelsäure;https://www.youtube.com/watch?v=ZHBaVJGQS-s
Chemistry@home;Einfach erklärt: Übung (mittel) chemisches Gleichgewicht;https://www.youtube.com/watch?v=KcynRpu0duY
Chemistry@home;Übung Redoxreaktion (leicht): Wasserstoffperoxid + Kaliumpermanganat bilden Braunstein + Sauerstoff;https://www.youtube.com/watch?v=d8L21sNk2MQ
Chemistry@home;Experiment: Die blaue Flamme 4K 60 FPS;https://www.youtube.com/watch?v=WLSnLP5MhUU
Chemistry@home;Einfach erklärt: Das chemische Gleichgewicht - Gleichgewichtskonzentration;https://www.youtube.com/watch?v=EChbLi7MQYw
Chemistry@home;Übung Berechnung der Dichte: leichte Aufgaben (Lehrplan+ G9);https://www.youtube.com/watch?v=oN_YGztAzEg
Chemistry@home;Einfach erklärt: Berechnung der Dichte (Lehrplan+ G9);https://www.youtube.com/watch?v=qJKitSAuEmo
Chemistry@home;Übung (mittel) Redoxreaktionen: Kaliumiodat und Kaliumiodid reagieren zu Iod;https://www.youtube.com/watch?v=4sMt5Z7dYXc
Chemistry@home;Experiment: The ammonia fountain 4K 60 FPS;https://www.youtube.com/watch?v=hE9NK2iBLSk
Chemistry@home;Simply explained: Catalysis using exothermic and endothermic energy diagrams;https://www.youtube.com/watch?v=wjl-o7G5jMc
Chemistry@home;Mesomerism Practice (Intermediate): Different Compounds;https://www.youtube.com/watch?v=wFVOB7mYS-4
Chemistry@home;Einfach erklärt: Exotherme und endotherme Diagramme und Reaktionen;https://www.youtube.com/watch?v=3dkbv_pblVU
Chemistry@home;Simply explained: Establishing mesomeric limiting structural formulas;https://www.youtube.com/watch?v=LagbXoVpHoc
Chemistry@home;Übung (mittel): Benennung von Alkoholen nach IUPAC;https://www.youtube.com/watch?v=vXyq_HSwq3g
Chemistry@home;Übung (mittel):  binäre Verbindungen;https://www.youtube.com/watch?v=7qAShyLRwiw
Chemistry@home;Übung (sehr leicht): binäre Nichtmetall-Nichtmetall Verbindungen;https://www.youtube.com/watch?v=4US7hrzGRmE
Chemistry@home;Simply Explained: Quantitative Chemistry (Amount of Substance, Stoichiometry, Analytical Chemistry);https://www.youtube.com/watch?v=VBdnNdHG96k
Chemistry@home;Einfach erklärt: Benennung der Alkohole nach IUPAC;https://www.youtube.com/watch?v=hnWwiDK-YYw
Chemistry@home;Übung (mittel): Benennung von Halogenalkanen Alkenen Alkinen IUPAC;https://www.youtube.com/watch?v=14f8J90IKlY
Chemistry@home;Explained Simply: E/Z Isomerism in Alkenes IUPAC;https://www.youtube.com/watch?v=LZn0uuCPNh0
Chemistry@home;Übung (leicht): Benennung verzweigter Alkane nach IUPAC;https://www.youtube.com/watch?v=prrG6jpw-tc
Chemistry@home;Einfach erklärt: Benennung verzweigter Alkane nach IUPAC;https://www.youtube.com/watch?v=J6hyvsIqblE
Chemistry@home;Simply explained: The homologous series of alkanes;https://www.youtube.com/watch?v=TseG1yYwL7Y
Chemistry@home;Chemistry@home - Erklär- & Übungsvideos - Schulchemie einfach erklärt;https://www.youtube.com/watch?v=_bKhL6FVKlE
Chemistry@home;Exercise (easy): Quantitative Chemistry - Ammonia Synthesis;https://www.youtube.com/watch?v=lmLvlGaw4UM
Chemistry@home;Übung (schwer): Quantitative Chemie - Eisen rostet;https://www.youtube.com/watch?v=Kcn26m1Z36Q
Chemistry@home;Redox Reactions Exercise (Hard): Iron(II) + Potassium Dichromate reacting to Iron(III) + Chromium...;https://www.youtube.com/watch?v=XNF1-YrilOc
Chemistry@home;Übung Redoxreaktionen (mittel): Kohlenstoff + Schwefelsäure zu Kohlenstoffdioxid + Schwefeldioxid;https://www.youtube.com/watch?v=cIeohTnZJTw
Chemistry@home;Übung Redoxreaktionen (leicht): Eisennagel in Kupfer(II)-sulfat Lösung;https://www.youtube.com/watch?v=pbT1mLVYqbQ
Chemistry@home;Übung (schwer): Titration von Salzsäure mit Calciumhydroxid-Lösung;https://www.youtube.com/watch?v=tI7TyWV_1fE
Chemistry@home;Übung (mittel): Titration von Phosphorsäure mit Kalilauge;https://www.youtube.com/watch?v=mzktZLIDNNI
Chemistry@home;Übung (leicht): Titration von Salpetersäure mit Natronlauge;https://www.youtube.com/watch?v=U_2Q2ZYU0cw
Chemistry@home;Übung (mittel): Titration von Schwefelsäure mit Aluminiumhydroxid-Lösung;https://www.youtube.com/watch?v=dggzLb18Sx4
Chemistry@home;Simply explained: Titration as an extension of the neutralization reaction;https://www.youtube.com/watch?v=ZeLxeqGZFrc
Chemistry@home;Simply explained: Setting up redox reactions;https://www.youtube.com/watch?v=_JQ2lKxcSdU
Chemistry@home;Einfach erklärt: Grundlagen der Salzbildung;https://www.youtube.com/watch?v=KpPnlvsz3vc
Chemistry@home;Explained Simply: Setting Up Neutralization Equations;https://www.youtube.com/watch?v=LAoReUsaYGg
Chemistry@home;Übung (leicht): Bestimmen von Oxidationszahlen;https://www.youtube.com/watch?v=Pa9A03KOkbY
Chemistry@home;Simply Explained: Determining Oxidation Numbers;https://www.youtube.com/watch?v=oxY3FPjsX5A
Chemistry@home;Exercise (difficult): Drawing up valence bond formulas / structural formulas (Lewis formulas);https://www.youtube.com/watch?v=ZpPSjH2qomw
Chemistry@home;Übung (sehr schwer): Aufstellen von Valenzstrichformeln / Strukturformeln (Lewis-Formeln);https://www.youtube.com/watch?v=swHb2SKU92s
Chemistry@home;Übung (mittel): Aufstellen von Valenzstrichformeln / Strukturformeln (Lewis-Formeln);https://www.youtube.com/watch?v=YhFheWVB-wc
Chemistry@home;Exercise (easy): Drawing up valence bond formulas / structural formulas (Lewis formulas);https://www.youtube.com/watch?v=CKlVJArqGrU
Chemistry@home;Einfach erklärt: Tipps zum Aufstellen von Valenzstrichformeln / Strukturformeln (Lewis-Formeln);https://www.youtube.com/watch?v=2sHRQIMdbJA
Chemistry@home;Übung (schwer): Salzbildung aus Aluminium und Sauerstoff;https://www.youtube.com/watch?v=4tv5PH22kqg
Chemistry@home;Exercise (intermediate): Salt formation from sodium and nitrogen;https://www.youtube.com/watch?v=L2Bzo3S6U1M
Chemistry@home;Exercise (very easy): Salt formation from boron and phosphorus;https://www.youtube.com/watch?v=kmwjt8DbCqI
Chemistry@home;Übung (mittel): Salzbildung aus Calcium und Stickstoff;https://www.youtube.com/watch?v=gS0L8MnaC6Y
Chemistry@home;Übung (schwer): Salzbildung aus Indium und Iod;https://www.youtube.com/watch?v=m_AV3upxRh4
Chemistry@home;Übung (leicht): Salzbildung aus Natrium und Wasserstoff;https://www.youtube.com/watch?v=JRpGlLCtU6k
Chemistry@home;Übung (einfach): Salzbildung aus Strontium und Chlor;https://www.youtube.com/watch?v=J7ZqTq2ppuU
Chemistry@home;Übung (schwer): Salzbildung aus Gallium und Fluor;https://www.youtube.com/watch?v=2Mr8d2zywZM
Chemistry@home;Reaktionsgleichung (mittel): H3PO4 + Na2CO3 reagiert zu Na3PO4 + H2O+ CO2;https://www.youtube.com/watch?v=NlDLs9RejwM
Chemistry@home;Reaction equation (difficult / S+): KMnO4 + H2SO4 + C2H2O4 reacts to form K2SO4 + MnSO4 + H2O + CO2;https://www.youtube.com/watch?v=T0KKsf2PtLo
Chemistry@home;Reaction equation (medium): Ammonia + nitric oxide reacts to form nitrogen + water;https://www.youtube.com/watch?v=yUJq-U6fOIc
Chemistry@home;Übung (leicht): binäre Metall-Nichtmetall Formeln;https://www.youtube.com/watch?v=-T9-TGZrJJg
Chemistry@home;Reaktionsgleichung (mittel): Butan und Sauerstoff reagiert zu Wasser und Kohlenstoffdioxid;https://www.youtube.com/watch?v=Cn-fo-XYIxs
Chemistry@home;Reaction Equation (Intermediate): Octane and Oxygen react to form Water and Carbon Dioxide;https://www.youtube.com/watch?v=t7WiHHgHZtk
Chemistry@home;Reaktionsgleichung (mittel): Traubenzucker und Sauerstoff reagieren zu Wasser und Kohlenstoffdioxid;https://www.youtube.com/watch?v=dPfJTscfLJk
Chemistry@home;Reaktionsgleichung (mittel): Eisen(II)-sulfid + Sauerstoff zu Eisen(III)-oxid + Schwefeltrioxid;https://www.youtube.com/watch?v=HqoRfd6Xheg
Chemistry@home;Reaktionsgleichung (mittel): Eisen(III)-oxid + Kohlenstoffmonoxid zu Eisen + Kohlenstoffdioxid;https://www.youtube.com/watch?v=Gd5UWRxUNLc
Chemistry@home;Reaction Equation (Easy): Copper(II) oxide + carbon react to form copper + carbon dioxide;https://www.youtube.com/watch?v=iD79jyPyvPE
Chemistry@home;Simply explained: Naming binary non-metal/non-metal compounds;https://www.youtube.com/watch?v=zcRCTh_PXgg
Chemistry@home;Reaktionsgleichung (sehr leicht): Magnesium + Kupfer(I)-oxid reagieren zu Magnesium(II)-oxid+Kupfer;https://www.youtube.com/watch?v=XSAORGwWQH8
Chemistry@home;Reaction Equation (easy): Copper(II) oxide and iron react to form copper and iron oxide (Fe3O4);https://www.youtube.com/watch?v=rTGIX5dAO-E
Chemistry@home;Reaktionsgleichung (leicht): Eisen(II)-sulfid und Sauerstoff reagieren zu Fe3O4 und Schwefeldioxid;https://www.youtube.com/watch?v=H25_C2JZOC8
Chemistry@home;Reaktionsgleichung (leicht): Aluminium + Zink(II)-oxid reagieren zu Aluminium(III)-oxid + Zink;https://www.youtube.com/watch?v=MiMqfsZJZio
Chemistry@home;Reaktionsgleichung (sehr leicht): Kupfer(I)-oxid und Zink reagieren zu Zink(II)-oxid und Kupfer;https://www.youtube.com/watch?v=2X20WIt67rI
Chemistry@home;Simply explained: Basics of balancing reaction equations;https://www.youtube.com/watch?v=4fwq_1q81v8
Chemistry@home;Reaktionsgleichung (leicht): Wasserstoff und Sauerstoff reagieren zu Wasser;https://www.youtube.com/watch?v=mWVBHWyioNA
musstewissen Chemie;Rechnen mit molaren Größen I musstewissen Chemie;https://www.youtube.com/watch?v=Mp9ss59KoWI
musstewissen Chemie;Molare Masse und molares Volumen I musstewissen Chemie;https://www.youtube.com/watch?v=f0CcWMx1_ns
musstewissen Chemie;What are particle number and amount of substance? I must-know chemistry;https://www.youtube.com/watch?v=WDXYXykdkMQ
musstewissen Chemie;Die Masse von Atomen I musstewissen Chemie;https://www.youtube.com/watch?v=xQaafi2zLik
musstewissen Chemie;Redoxreaktion Teil 5 - Die Galvanische Zelle I musstewissen Chemie;https://www.youtube.com/watch?v=gifwGurgfVk
musstewissen Chemie;Redoxreaktion Teil 4 - Die Korrosion I musstewissen Chemie;https://www.youtube.com/watch?v=ld83QYrMDrI
musstewissen Chemie;Redox reaction part 3 I must-know chemistry;https://www.youtube.com/watch?v=dLLxuL-AlOE
musstewissen Chemie;Redoxreaktion Teil 2 I musstewissen Chemie;https://www.youtube.com/watch?v=Y3BmwGyVjt8
musstewissen Chemie;Was sind Redoxreaktionen? I musstewissen Chemie;https://www.youtube.com/watch?v=csRIZZuIC0Q
musstewissen Chemie;Strukturformeln einfach erklärt I musstewissen Chemie;https://www.youtube.com/watch?v=toQD3nPZQn4
musstewissen Chemie;Was ist Neutralisation? I musstewissen Chemie;https://www.youtube.com/watch?v=5c5SrQb2SM4
musstewissen Chemie;Alchemie einfach erklärt I musstewissen Chemie;https://www.youtube.com/watch?v=tvzyXK2Bkx8
musstewissen Chemie;Was sind eigentlich Basen? I musstewissen Chemie;https://www.youtube.com/watch?v=J0-LFHwcgZs
musstewissen Chemie;Die Säure-Theorie nach Brønsted I musstewissen Chemie;https://www.youtube.com/watch?v=x93KKVDahKY
musstewissen Chemie;Acids and Bases I Must-Know Chemistry;https://www.youtube.com/watch?v=0odQLq6EJBc
musstewissen Chemie;What is electronegativity? I must-know chemistry;https://www.youtube.com/watch?v=DxE1xEc44iU
musstewissen Chemie;Was sind Wasserstoffbrückenbindungen? I musstewissen Chemie;https://www.youtube.com/watch?v=lO_NSF1PeVI
musstewissen Chemie;Metallbindungen einfach erklärt I musstewissen Chemie;https://www.youtube.com/watch?v=0bvldHVL_TU
musstewissen Chemie;What are isotopes? I must-know chemistry;https://www.youtube.com/watch?v=6DqCWFC4o6w
musstewissen Chemie;Halogene I 7. Hauptgruppe des Periodensystems I musstewissen Chemie;https://www.youtube.com/watch?v=CC1IIka6Khg
musstewissen Chemie;Noble Gases I 8th Main Group of the Periodic Table I Must Know Chemistry;https://www.youtube.com/watch?v=ITi6FA67nPk
musstewissen Chemie;Alkaline earth metals I Magnesium I Periodic table I Must-know chemistry;https://www.youtube.com/watch?v=4XpfUyMV6Bo
musstewissen Chemie;Holidays I Outtakes I Must Know Chemistry;https://www.youtube.com/watch?v=UXvDnXgTS7g
musstewissen Chemie;Alkali metals I Main group Periodic table I Must know chemistry;https://www.youtube.com/watch?v=NpgVk9leUbs
musstewissen Chemie;Atomic Bonding I Must Know Chemistry;https://www.youtube.com/watch?v=PsR-HRiGAzA
musstewissen Chemie;Ionic Bonds I Chemical Bonds I Must-Know Chemistry;https://www.youtube.com/watch?v=n6Dr3qY7c6M
musstewissen Chemie;Octet rule and noble gases I must-know chemistry;https://www.youtube.com/watch?v=4LAKxGIC8UQ
musstewissen Chemie;Ionen und Salze I Einführung I musstewissen Chemie;https://www.youtube.com/watch?v=fTcnELa-v88
musstewissen Chemie;Periodensystem der Elemente I Teil 2 I musstewissen Chemie;https://www.youtube.com/watch?v=f5-W87IGLFY
musstewissen Chemie;Periodic Table of Elements I Part 1 I Must Know Chemistry;https://www.youtube.com/watch?v=J2KJRRH0E3Y
musstewissen Chemie;Sauerstoff und Verbrennungen I musstewissen Chemie;https://www.youtube.com/watch?v=ULdZHgOkDFw
musstewissen Chemie;Composition of the air I must-know chemistry;https://www.youtube.com/watch?v=ySBV5DBap5A
musstewissen Chemie;Atommodell nach Niels Bohr I musstewissen Chemie;https://www.youtube.com/watch?v=cG770N48Hzk
musstewissen Chemie;Atomic model according to Ernest Rutherford I must know chemistry;https://www.youtube.com/watch?v=zeBywJUkepk
musstewissen Chemie;Atome und Stoffe im John Dalton Modell I musstewissen Chemie;https://www.youtube.com/watch?v=kD_ClTRcQRQ
musstewissen Chemie;What are gases and how can physical quantities be described? I must-know chemistry;https://www.youtube.com/watch?v=WWCuFzOAF4o
musstewissen Chemie;Oxidation in everyday life I must-know chemistry;https://www.youtube.com/watch?v=5xOr1ri-XK8
musstewissen Chemie;Chemische Reaktion und physikalischer Vorgang I musstewissen Chemie;https://www.youtube.com/watch?v=iExhWsDXg9o
musstewissen Chemie;Mixtures and pure substances I must-know chemistry;https://www.youtube.com/watch?v=FEK9tTWGiSk
musstewissen Chemie;Separation processes of mixtures of substances I must-know chemistry;https://www.youtube.com/watch?v=W66TqZOi2sc
musstewissen Chemie;Solubility of substances I must-know chemistry;https://www.youtube.com/watch?v=EvqDernIcJA
musstewissen Chemie;Homogeneous and heterogeneous mixtures of substances I must-know chemistry;https://www.youtube.com/watch?v=xqUI2G4O2WE
musstewissen Chemie;Teilchenmodell I Atome I Moleküle I musstewissen Chemie;https://www.youtube.com/watch?v=ej7-EbeXpmI
musstewissen Chemie;Must-know Chemistry I Channel Trailer;https://www.youtube.com/watch?v=an0Na2hWdmE
musstewissen Chemie;Aggregatzustände I fest I flüssig I gasförmig I musstewissen Chemie;https://www.youtube.com/watch?v=kEFx1X5F2fU
Chemie - simpleclub;Titrationskurve einer schwachen Säure oder Base;https://www.youtube.com/watch?v=9E8OLIJixas
Chemie - simpleclub;Calculating pH value - example;https://www.youtube.com/watch?v=r7bw5UosKxk
Chemie - simpleclub;Esterification;https://www.youtube.com/watch?v=uFS1kD5hwz8
Chemie - simpleclub;Rutherford's scattering experiment;https://www.youtube.com/watch?v=qHeYEsF3da8
Chemie - simpleclub;Le Chatelier - The principle of least constraint;https://www.youtube.com/watch?v=Nusi23K15MY
Chemie - simpleclub;What are hydrogen bonds?;https://www.youtube.com/watch?v=60hElHqkObc
Chemie - simpleclub;Mole / Molar Mass;https://www.youtube.com/watch?v=u_N5dNDWOs4
Chemie - simpleclub;Metalle & Halbmetalle;https://www.youtube.com/watch?v=i2dXCe1I9Ws
Chemie - simpleclub;Oxidation und Reduktion - Einführung (Historisch);https://www.youtube.com/watch?v=_lYKHCGiAbI
Chemie - simpleclub;Solubility - simply explained;https://www.youtube.com/watch?v=kx220vlnV7Y
Chemie - simpleclub;Recycling of plastics;https://www.youtube.com/watch?v=S4_7SAfVds0
Chemie - simpleclub;Markownikow Regel;https://www.youtube.com/watch?v=VZmr_KIV9hY
Chemie - simpleclub;Elimination reaction;https://www.youtube.com/watch?v=uRRdKXYsbW4
Chemie - simpleclub;Haworth projection;https://www.youtube.com/watch?v=hI9A-pdhEKk
Chemie - simpleclub;Newman projection;https://www.youtube.com/watch?v=R2-UzM25cso
Chemie - simpleclub;Sawhorse Projection;https://www.youtube.com/watch?v=Gw4YH-obbhI
Chemie - simpleclub;OC Basics: Nucleophiles and Electrophiles;https://www.youtube.com/watch?v=_s1f9TVTUfE
Chemie - simpleclub;Lewis Säure & Basen;https://www.youtube.com/watch?v=TfneKyV0q-g
Chemie - simpleclub;The Orbital Model - Sigma Bonds and Pi Bonds;https://www.youtube.com/watch?v=DbgA5ZyJNGE
Chemie - simpleclub;Williamson-Ethersynthese;https://www.youtube.com/watch?v=2cHgb4o8izU
Chemie - simpleclub;Standardbildungsenthalpie;https://www.youtube.com/watch?v=P6cBRZZ9CMI
Chemie - simpleclub;Ringschluss / Halbacetale;https://www.youtube.com/watch?v=r9Sy879ufqg
Chemie - simpleclub;Acid-base theory by Arrhenius;https://www.youtube.com/watch?v=3OeMSFa_Cq0
Chemie - simpleclub;SN2 Reaction;https://www.youtube.com/watch?v=ikOT7AP76Lw
Chemie - simpleclub;What is a buffer?;https://www.youtube.com/watch?v=fr4Tz5pFHss
Chemie - simpleclub;Haworth projection - What is it?;https://www.youtube.com/watch?v=Td-nFe9CPYM
Chemie - simpleclub;Orbitalmodell - Sp3 - Hybridisation;https://www.youtube.com/watch?v=1LvsQyJHjHM
Chemie - simpleclub;Free Radical Substitution;https://www.youtube.com/watch?v=RyfG8_n6Dvg
Chemie - simpleclub;What are atomic orbitals?;https://www.youtube.com/watch?v=IOL-0FSAL50
